[('GO:0005623', 45659), ('GO:0044464', 45212), ('GO:0005622', 38327), ('GO:0044424', 36587), ('GO:0043226', 31449), ('GO:0043229', 29715), ('GO:0043227', 28565), ('GO:0005737', 28276), ('GO:0043231', 26955), ('GO:0044444', 24185)]
45659
4034
Fscore: 0.011649523004345208, Precision: 0.005858908882630907, Recall: 0.9993957500183163 Smin: 9446.268752776232, threshold: 0.0
Fscore: 0.16253117278199736, Precision: 0.08891580354159584, Recall: 0.9445215438976899 Smin: 192.40261943248, threshold: 0.01
Fscore: 0.22101534212638663, Precision: 0.12579108298371625, Recall: 0.909540336499138 Smin: 107.50357990889191, threshold: 0.02
Fscore: 0.2671463676461839, Precision: 0.1573101962222631, Recall: 0.8852177099581705 Smin: 71.60195309535982, threshold: 0.03
Fscore: 0.3056700596103578, Precision: 0.1860458581544344, Recall: 0.8561763042203829 Smin: 55.28534930231397, threshold: 0.04
Fscore: 0.33552179398835374, Precision: 0.20933346238224212, Recall: 0.8447390506774799 Smin: 39.54276787663901, threshold: 0.05
Fscore: 0.35216137437554407, Precision: 0.22290940766550482, Recall: 0.8381617366851783 Smin: 34.07121292019556, threshold: 0.06
Fscore: 0.38815602914756275, Precision: 0.25364638197877015, Recall: 0.8263981096473684 Smin: 30.88050823493852, threshold: 0.07
Fscore: 0.4158682812470823, Precision: 0.27961672473867577, Recall: 0.8111016654912985 Smin: 28.507176289914483, threshold: 0.08
Fscore: 0.4228662023700511, Precision: 0.2861851398436769, Recall: 0.8094630289152108 Smin: 27.950438273110528, threshold: 0.09
Fscore: 0.43561783058967757, Precision: 0.2995022399203593, Recall: 0.7985261746227087 Smin: 27.456884067013842, threshold: 0.1
Fscore: 0.4556078456675831, Precision: 0.32074804006968644, Recall: 0.7861461697858392 Smin: 21.344548686997594, threshold: 0.11
Fscore: 0.4621825320047201, Precision: 0.3280038215128693, Recall: 0.7821362048264372 Smin: 19.7206040387661, threshold: 0.12
Fscore: 0.47693932893885777, Precision: 0.3447374744683416, Recall: 0.7736061359253086 Smin: 19.04740990750226, threshold: 0.13
Fscore: 0.48079843447240433, Precision: 0.3539696366351405, Recall: 0.7492622112590889 Smin: 16.635672422613265, threshold: 0.14
Fscore: 0.48759638852458886, Precision: 0.3626274357981679, Recall: 0.7439912339326841 Smin: 16.47014991649754, threshold: 0.15
Fscore: 0.5251858670628, Precision: 0.4105817300409022, Recall: 0.7285406969230613 Smin: 13.577177276000645, threshold: 0.16
Fscore: 0.5418271215063252, Precision: 0.43607930977268944, Recall: 0.7152802520051147 Smin: 12.339923821931745, threshold: 0.17
Fscore: 0.5508231304191687, Precision: 0.45056620209059334, Recall: 0.7084662168128004 Smin: 11.482162902970575, threshold: 0.18
Fscore: 0.5508231304191687, Precision: 0.45056620209059334, Recall: 0.7084662168128004 Smin: 11.482162902970575, threshold: 0.19
Fscore: 0.5707492888490835, Precision: 0.48601432442895837, Recall: 0.6912698675361465 Smin: 10.766791785083832, threshold: 0.2
Fscore: 0.5782865723815338, Precision: 0.5049190407870415, Recall: 0.6766003482949963 Smin: 10.270242358786827, threshold: 0.21
Fscore: 0.5782865723815338, Precision: 0.5049190407870415, Recall: 0.6766003482949963 Smin: 10.270242358786827, threshold: 0.22
Fscore: 0.5782865723815338, Precision: 0.5049190407870415, Recall: 0.6766003482949963 Smin: 10.270242358786827, threshold: 0.23
Fscore: 0.588076750210072, Precision: 0.5263501742160279, Recall: 0.6662044310921553 Smin: 9.706944286241374, threshold: 0.24
Fscore: 0.588076750210072, Precision: 0.5263501742160279, Recall: 0.6662044310921553 Smin: 9.706944286241374, threshold: 0.25
Fscore: 0.588076750210072, Precision: 0.5263501742160279, Recall: 0.6662044310921553 Smin: 9.706944286241374, threshold: 0.26
Fscore: 0.588076750210072, Precision: 0.5263501742160279, Recall: 0.6662044310921553 Smin: 9.706944286241374, threshold: 0.27
Fscore: 0.588076750210072, Precision: 0.5263501742160279, Recall: 0.6662044310921553 Smin: 9.706944286241374, threshold: 0.28
Fscore: 0.588076750210072, Precision: 0.5263501742160279, Recall: 0.6662044310921553 Smin: 9.706944286241374, threshold: 0.29
Fscore: 0.588076750210072, Precision: 0.5263501742160279, Recall: 0.6662044310921553 Smin: 9.706944286241374, threshold: 0.3
Fscore: 0.588076750210072, Precision: 0.5263501742160279, Recall: 0.6662044310921553 Smin: 9.706944286241374, threshold: 0.31
Fscore: 0.5934712100460423, Precision: 0.5462253193960526, Recall: 0.6496640594470983 Smin: 9.646188010792034, threshold: 0.32
Fscore: 0.5934712100460423, Precision: 0.5462253193960526, Recall: 0.6496640594470983 Smin: 9.646188010792034, threshold: 0.33
Fscore: 0.5934712100460423, Precision: 0.5462253193960526, Recall: 0.6496640594470983 Smin: 9.646188010792034, threshold: 0.34
Fscore: 0.5934712100460423, Precision: 0.5462253193960526, Recall: 0.6496640594470983 Smin: 9.646188010792034, threshold: 0.35
Fscore: 0.598904480124646, Precision: 0.564771030363365, Recall: 0.6374292223054498 Smin: 9.647710219693662, threshold: 0.36
Fscore: 0.6046257948445808, Precision: 0.5856338783168047, Recall: 0.6248908006164333 Smin: 9.721829519606015, threshold: 0.37
Fscore: 0.6019868252277925, Precision: 0.6072154471544708, Recall: 0.5968474799832875 Smin: 9.733487771353747, threshold: 0.38
Fscore: 0.6019868252277925, Precision: 0.6072154471544708, Recall: 0.5968474799832875 Smin: 9.733487771353747, threshold: 0.39
Fscore: 0.5965110828977256, Precision: 0.6305828318023444, Recall: 0.5659325291266891 Smin: 10.017549338473932, threshold: 0.4
